,address_number_primary,address_dir_primary,address_road_primary,address_sfx_primary,address,loc
819,2900,,JARVIS,ST,"2900 JARVIS ST, San Diego, CA, USA","Jarvis Street, Roseville, Point Loma, San Diego, San Diego County, California, 92106, United States"
820,5000,,COLLWOOD,BL,"5000 COLLWOOD BL, San Diego, CA, USA",
821,0,S,38TH,ST,"0 S 38TH ST, San Diego, CA, USA","South 38th Street, Mountain View, San Diego, San Diego County, California, 92113, United States"
822,400,,ELLA,LN,"400 ELLA LN, San Diego, CA, USA","Ella Lane, Encanto, San Diego, San Diego County, California, 92114, United States"
823,3700,,BIRCH,ST,"3700 BIRCH ST, San Diego, CA, USA","Birch Street, Shelltown, San Diego, San Diego County, California, 92136, United States"
824,2200,,COMSTOCK,ST,"2200 COMSTOCK ST, San Diego, CA, USA","Comstock Street, Linda Vista, San Diego, San Diego County, California, 92111, United States"
825,200,,69TH,ST,"200 69TH ST, San Diego, CA, USA","69th Street, Encanto, San Diego, San Diego County, California, 92114, United States"
826,2200,,COMSTOCK,ST,"2200 COMSTOCK ST, San Diego, CA, USA","Comstock Street, Linda Vista, San Diego, San Diego County, California, 92111, United States"
827,9400,,RUFFIN,CT,"9400 RUFFIN CT, San Diego, CA, USA","9400, Ruffin Court, San Diego, San Diego County, California, 92124, United States"
828,3100,,46TH,ST,"3100 46TH ST, San Diego, CA, USA","46th Street, Talmadge, City Heights, San Diego, San Diego County, California, 92105, United States"
829,13300,,COOPER GREENS,WY,"13300 COOPER GREENS WY, San Diego, CA, USA","Cooper Greens Way, Torrey Highlands, San Diego, San Diego County, California, 92130-5404, United States"
830,0,,ANGELIQUE,ST,"0 ANGELIQUE ST, San Diego, CA, USA","Angelique Street, San Diego, San Diego County, California, 92131, United States"
831,300,,THRUSH,ST,"300 THRUSH ST, San Diego, CA, USA","Thrush Street, South Encanto, San Diego, San Diego County, California, 92114, United States"
832,0,,CUMBERLAND,ST,"0 CUMBERLAND ST, San Diego, CA, USA","Cumberland Street, Paradise Hills, San Diego, San Diego County, California, 92139, United States"
833,500,,BONAIR,PL,"500 BONAIR PL, San Diego, CA, USA","Bonair Place, La Jolla, San Diego, San Diego County, California, 92037, United States"
834,3800,,EDNA,PL,"3800 EDNA PL, San Diego, CA, USA","Edna Place, Kensington, Normal Heights, San Diego, San Diego County, California, 92116, United States"
835,600,,05TH,AV,"600 05TH AV, San Diego, CA, USA",
836,3900,,MISSION,BL,"3900 MISSION BL, San Diego, CA, USA",
837,700,,04TH,AV,"700 04TH AV, San Diego, CA, USA",
838,8300,,MENKAR,RD,"8300 MENKAR RD, San Diego, CA, USA","Menkar Road, Mira Mesa, San Diego, San Diego County, California, 92126, United States"
839,0,,DUENDA,RD,"0 DUENDA RD, San Diego, CA, USA","Duenda Road, San Diego, San Diego County, California, 92127, United States"
840,800,,WINSTON,DR,"800 WINSTON DR, San Diego, CA, USA","Winston Drive, Emerald Hills, San Diego, San Diego County, California, 92102-4810, United States"
841,700,,05TH,AV,"700 05TH AV, San Diego, CA, USA",
842,7300,,GOLFCREST,DR,"7300 GOLFCREST DR, San Diego, CA, USA","Golfcrest Drive, San Carlos, San Diego, San Diego County, California, 92119, United States"
843,4600,,BERWICK,DR,"4600 BERWICK DR, San Diego, CA, USA","Berwick Drive, San Diego, San Diego County, California, 92111-2201, United States"
844,100,,CALLE PRIMERA,,"100 CALLE PRIMERA, San Diego, CA, USA","Calle Primera, Park Haven, San Ysidro, San Diego, San Diego County, California, 92173, United States"
845,6700,,MTN TOP,CT,"6700 MTN TOP CT, San Diego, CA, USA","Mountain Top Court, Navajo, San Diego, San Diego County, California, 92120, United States"
846,4500,,40TH,ST,"4500 40TH ST, San Diego, CA, USA","40th Street, East San Diego, Normal Heights, San Diego, San Diego County, California, 92116, United States"
847,0,,25TH,ST,"0 25TH ST, San Diego, CA, USA","25th Street, Golden Hill, San Diego, San Diego County, California, 92102, United States"
848,3900,,MISSION,BL,"3900 MISSION BL, San Diego, CA, USA",
849,13000,,ROUNDUP,AV,"13000 ROUNDUP AV, San Diego, CA, USA","Roundup Avenue, Rancho Peñasquitos, San Diego, San Diego County, California, 92129, United States"
850,0,,CHANTILLY,AV,"0 CHANTILLY AV, San Diego, CA, USA","Chantilly Avenue, Serra Mesa, San Diego, San Diego County, California, 92133, United States"
851,0,,04TH,AV,"0 04TH AV, San Diego, CA, USA",
852,100,,ALVERSON,RD,"100 ALVERSON RD, San Diego, CA, USA","Alverson Road, San Ysidro, San Diego, San Diego County, California, 92173, United States"
853,4400,,32ND,ST,"4400 32ND ST, San Diego, CA, USA","32nd Street, Normal Heights, San Diego, San Diego County, California, 92116, United States"
854,2800,,QUADRA,AV,"2800 QUADRA AV, San Diego, CA, USA","Quadra Avenue, San Diego, San Diego County, California, 92173, United States"
855,0,,EAGLE,ST,"0 EAGLE ST, San Diego, CA, USA","Eagle Street, Hillcrest, San Diego, San Diego County, California, 92103, United States"
856,3600,,ALTADENA,AV,"3600 ALTADENA AV, San Diego, CA, USA","Altadena Avenue, San Diego, San Diego County, California, 92105, United States"
857,4500,,39TH,ST,"4500 39TH ST, San Diego, CA, USA","39th Street, East San Diego, Normal Heights, San Diego, San Diego County, California, 92116, United States"
858,7600,,MELOTTE,ST,"7600 MELOTTE ST, San Diego, CA, USA","Melotte Street, Navajo, San Carlos, San Diego, San Diego County, California, 92119, United States"
859,1200,,GARNET,AV,"1200 GARNET AV, San Diego, CA, USA","Garnet Avenue, San Diego, San Diego County, California, 92109, United States"
860,4100,,FRANKLIN,AV,"4100 FRANKLIN AV, San Diego, CA, USA","Franklin Avenue, Mountain View, San Diego, San Diego County, California, 92113, United States"
861,0,,40TH,ST,"0 40TH ST, San Diego, CA, USA","40th Street, East San Diego, Normal Heights, San Diego, San Diego County, California, 92116, United States"
862,4100,,BROADWAY,,"4100 BROADWAY, San Diego, CA, USA","Broadway, Golden Hill, San Diego, San Diego County, California, 92102, United States"
863,2600,,SNOWDROP,ST,"2600 SNOWDROP ST, San Diego, CA, USA","Snowdrop Street, Azalea Park, San Diego, San Diego County, California, 92105, United States"
864,0,,5,,"0 5, San Diego, CA, USA","San Diego, San Diego County, California, United States"
865,0,W,A,ST,"0 W A ST, San Diego, CA, USA","West A Street, Columbia, Banker's Hill, San Diego, San Diego County, California, 92101-3414, United States"
866,200,,05TH,AV,"200 05TH AV, San Diego, CA, USA",
867,5000,,LYON,ST,"5000 LYON ST, San Diego, CA, USA","Lyon Street, Webster, San Diego, San Diego County, California, 92102-4810, United States"
868,11400,,CARMEL MTN,RD,"11400 CARMEL MTN RD, San Diego, CA, USA","Carmel Mountain Road, Rancho Peñasquitos, San Diego, San Diego County, California, 92129, United States"
869,0,,06TH,AV,"0 06TH AV, San Diego, CA, USA",
870,500,,BROADWAY,,"500 BROADWAY, San Diego, CA, USA","Broadway, Golden Hill, San Diego, San Diego County, California, 92102, United States"
871,500,,FLICKER,ST,"500 FLICKER ST, San Diego, CA, USA","Flicker Street, Encanto, San Diego, San Diego County, California, 92114, United States"
872,500,,HOTEL CIRCLE NORTH,,"500 HOTEL CIRCLE NORTH, San Diego, CA, USA","Town and Country Resort & Convention Center, 500, Hotel Circle North, Mission Hills, San Diego, San Diego County, California, 92108, United States"
873,1400,,CAM DEL RIO SOUTH,,"1400 CAM DEL RIO SOUTH, San Diego, CA, USA",
874,13800,,CARMEL VALLEY,RD,"13800 CARMEL VALLEY RD, San Diego, CA, USA","Carmel Valley Road, Pacific Highlands Ranch, San Diego, San Diego County, California, 92130-5404, United States"
875,7800,,WESTSIDE,DR,"7800 WESTSIDE DR, San Diego, CA, USA","Westside, Escondido, San Diego County, California, United States"
876,4000,,CARMEL VIEW,RD,"4000 CARMEL VIEW RD, San Diego, CA, USA","Carmel View Road, San Diego, San Diego County, California, 92014, United States"
877,4900,,EL CAJON,BL,"4900 EL CAJON BL, San Diego, CA, USA",
878,0,W,ASH,ST,"0 W ASH ST, San Diego, CA, USA","West Ash Street, Columbia, Banker's Hill, San Diego, San Diego County, California, 92101-3414, United States"
879,0,,06TH,AV,"0 06TH AV, San Diego, CA, USA",
880,3700,,VAN DYKE,AV,"3700 VAN DYKE AV, San Diego, CA, USA","Van Dyke Avenue, Kensington, San Diego, San Diego County, California, 92116, United States"
881,2600,,RAMFOS,PL,"2600 RAMFOS PL, San Diego, CA, USA","Ramfos Place, South Bay Terraces, San Diego, San Diego County, California, 92139, United States"
882,0,,RAMFOS,LN,"0 RAMFOS LN, San Diego, CA, USA","Ramfos Lane, South Bay Terraces, San Diego, San Diego County, California, 92139, United States"
883,3500,,INDIA,ST,"3500 INDIA ST, San Diego, CA, USA","India Street, Five Points, Mission Hills, San Diego, San Diego County, California, 92103, United States"
884,6200,,LANCE,PL,"6200 LANCE PL, San Diego, CA, USA","Lance Place, Navajo, Del Cerro, San Diego, San Diego County, California, 92120, United States"
885,400,,LA CRESCENTIA,DR,"400 LA CRESCENTIA DR, San Diego, CA, USA","La Crescentia Drive, La Playa, San Diego, San Diego County, California, 92106, United States"
886,0,,06TH,AV,"0 06TH AV, San Diego, CA, USA",
887,4200,,ESTRELLA,AV,"4200 ESTRELLA AV, San Diego, CA, USA","Estrella Avenue, Talmadge, Colina Park, San Diego, San Diego County, California, 92105, United States"
888,4700,,WEST MTN VIEW,DR,"4700 WEST MTN VIEW DR, San Diego, CA, USA","West Mountain View Drive, Normal Heights, San Diego, San Diego County, California, 92116, United States"
889,0,,HECTOR,AV,"0 HECTOR AV, San Diego, CA, USA","Hector Avenue, Serra Mesa, San Diego, San Diego County, California, 92123, United States"
890,7700,,BELDEN,ST,"7700 BELDEN ST, San Diego, CA, USA","Belden Street, Clairemont, San Diego, San Diego County, California, 92111, United States"
891,0,,GARNET,AV,"0 GARNET AV, San Diego, CA, USA","Garnet Avenue, San Diego, San Diego County, California, 92109, United States"
892,1400,,CAM DEL RIO SOUTH,,"1400 CAM DEL RIO SOUTH, San Diego, CA, USA",
893,4000,,60TH,ST,"4000 60TH ST, San Diego, CA, USA","60th Street, San Diego, San Diego County, California, 92114, United States"
894,8600,,LAKE ASHMERE,DR,"8600 LAKE ASHMERE DR, San Diego, CA, USA","Lake Ashmere Drive, San Diego, San Diego County, California, 91942, United States"
895,0,,BAYARD,ST,"0 BAYARD ST, San Diego, CA, USA","Bayard Street, Mission Beach, San Diego, San Diego County, California, 92109, United States"
896,0,,BAYARD,ST,"0 BAYARD ST, San Diego, CA, USA","Bayard Street, Mission Beach, San Diego, San Diego County, California, 92109, United States"
897,0,,05TH,AV,"0 05TH AV, San Diego, CA, USA",
898,5400,,NAPA,ST,"5400 NAPA ST, San Diego, CA, USA","Napa Street, Morena, Old Town, San Diego, San Diego County, California, 92110, United States"
899,3900,,MARINE VIEW,AV,"3900 MARINE VIEW AV, San Diego, CA, USA","Marine View Avenue, Shelltown, San Diego, San Diego County, California, 92136, United States"
900,5000,,LA DORNA,ST,"5000 LA DORNA ST, San Diego, CA, USA","La Dorna Street, Mid-City, Del Cerro, San Diego, San Diego County, California, 92182, United States"
901,5900,,EL CAJON,BL,"5900 EL CAJON BL, San Diego, CA, USA",
902,5400,,MARY LANE,DR,"5400 MARY LANE DR, San Diego, CA, USA","Mary Lane Drive, Montezuma Mesa, San Diego, San Diego County, California, 92182, United States"
903,8100,,GREENLAWN,DR,"8100 GREENLAWN DR, San Diego, CA, USA","Greenlawn Drive, Skyline, San Diego, San Diego County, California, 91239, United States"
904,2600,,MISSION,BL,"2600 MISSION BL, San Diego, CA, USA",
905,4500,,MERCURIO,ST,"4500 MERCURIO ST, San Diego, CA, USA","Mercurio Street, Carmel Valley, San Diego, San Diego County, California, 92130, United States"
906,0,,BALBOA,AV,"0 BALBOA AV, San Diego, CA, USA","Balboa Avenue, Kearny Mesa, San Diego, San Diego County, California, 92111-2201, United States"
907,1900,,EL CAJON,BL,"1900 EL CAJON BL, San Diego, CA, USA",
908,0,,11TH,AV,"0 11TH AV, San Diego, CA, USA","San Diego, San Diego County, California, United States"
909,1100,,GARNET,AV,"1100 GARNET AV, San Diego, CA, USA","Garnet Avenue, San Diego, San Diego County, California, 92109, United States"
910,4300,,OREGON,ST,"4300 OREGON ST, San Diego, CA, USA","Oregon Street, North Park, San Diego, San Diego County, California, 92108, United States"
911,4300,,MEADE,AV,"4300 MEADE AV, San Diego, CA, USA","Meade Avenue, Normal Heights, San Diego, San Diego County, California, 92116, United States"
912,3000,,ZOLA,ST,"3000 ZOLA ST, San Diego, CA, USA","Zola Street, San Diego, San Diego County, California, 92106, United States"
913,5100,,MISSION,BL,"5100 MISSION BL, San Diego, CA, USA",
914,11900,,STONEY PEAK,DR,"11900 STONEY PEAK DR, San Diego, CA, USA","Stoney Peak Drive, Carmel Mountain Ranch, San Diego, San Diego County, California, 92128, United States"
915,4400,,MISSION,BL,"4400 MISSION BL, San Diego, CA, USA",
916,0,,30TH,ST,"0 30TH ST, San Diego, CA, USA","30th Street, North Park, San Diego, San Diego County, California, 92104, United States"
917,4000,,TEXAS,ST,"4000 TEXAS ST, San Diego, CA, USA","Texas Street, Mission Valley, San Diego, San Diego County, California, 92018, United States"
918,1100,,A,ST,"1100 A ST, San Diego, CA, USA","San Diego, San Diego County, California, United States"
919,2200,,IRVING,AV,"2200 IRVING AV, San Diego, CA, USA","Irving Avenue, Logan Heights, San Diego, San Diego County, California, 92136, United States"
920,6800,,FRIARS,RD,"6800 FRIARS RD, San Diego, CA, USA","Friars Road, San Diego, San Diego County, California, 92108, United States"
921,3800,,INGRAHAM,ST,"3800 INGRAHAM ST, San Diego, CA, USA","Ingraham Street, San Diego, San Diego County, California, 921009, United States"
922,1200,,UNIVERSITY,AV,"1200 UNIVERSITY AV, San Diego, CA, USA","University Avenue, Cherokee Point, Normal Heights, San Diego, San Diego County, California, 92104, United States"
923,1800,,HOTEL CIRCLE SOUTH,,"1800 HOTEL CIRCLE SOUTH, San Diego, CA, USA","Hotel Circle South, Hillcrest, San Diego, San Diego County, California, 92103, United States"
924,0,,FULTON,ST,"0 FULTON ST, San Diego, CA, USA","Fulton Street, Linda Vista, San Diego, San Diego County, California, 92111, United States"
925,5500,,STREAMVIEW,DR,"5500 STREAMVIEW DR, San Diego, CA, USA","Streamview Drive, Rolando Park, San Diego, San Diego County, California, 92115, United States"
926,4400,,MISSION,BL,"4400 MISSION BL, San Diego, CA, USA",
927,1900,,GARNET,AV,"1900 GARNET AV, San Diego, CA, USA","Garnet Avenue, San Diego, San Diego County, California, 92109, United States"
928,0,,11TH,AV,"0 11TH AV, San Diego, CA, USA","San Diego, San Diego County, California, United States"
929,1900,,02ND,AV,"1900 02ND AV, San Diego, CA, USA",
930,7700,,IVANHOE,AV,"7700 IVANHOE AV, San Diego, CA, USA","7700, Ivanhoe Avenue, Village of La Jolla, La Jolla, San Diego, San Diego County, California, 92037, United States"
931,6500,,FRIARS,RD,"6500 FRIARS RD, San Diego, CA, USA","Friars Road, San Diego, San Diego County, California, 92108, United States"
932,700,,05TH,AV,"700 05TH AV, San Diego, CA, USA",
933,700,,JEWELL,DR,"700 JEWELL DR, San Diego, CA, USA","Jewell Drive, Mountain View, San Diego, San Diego County, California, 92113, United States"
934,400,,E,ST,"400 E ST, San Diego, CA, USA","400, E Street, Chula Vista, San Diego County, California, 91910, United States"
935,10400,,FRIARS,RD,"10400 FRIARS RD, San Diego, CA, USA","Friars Road, San Diego, San Diego County, California, 92108, United States"
936,3600,,NATIONAL,AV,"3600 NATIONAL AV, San Diego, CA, USA","National Avenue, South Crest, San Diego, San Diego County, California, 92113, United States"
937,0,,BELVEDERE,ST,"0 BELVEDERE ST, San Diego, CA, USA","Belvedere Street, La Jolla, San Diego, San Diego County, California, 92037-4291, United States"
938,200,W,CALLE PRIMERA,,"200 W CALLE PRIMERA, San Diego, CA, USA","Calle Primera, Park Haven, San Ysidro, San Diego, San Diego County, California, 92173, United States"
939,0,,08TH,AV,"0 08TH AV, San Diego, CA, USA",
940,3700,,FLORENCE,ST,"3700 FLORENCE ST, San Diego, CA, USA","Florence Street, Mountain View, San Diego, San Diego County, California, 92113, United States"
941,4000,,36TH,ST,"4000 36TH ST, San Diego, CA, USA","36th Street, San Diego, San Diego County, California, 92113, United States"
942,18600,,WEST BERNARDO,DR,"18600 WEST BERNARDO DR, San Diego, CA, USA","West Bernardo Drive, San Diego, San Diego County, California, United States"
943,2400,,LINCOLN,AV,"2400 LINCOLN AV, San Diego, CA, USA","Lincoln Avenue, Cherokee Point, North Park, San Diego, San Diego County, California, 92104, United States"
944,1200,,08TH,AV,"1200 08TH AV, San Diego, CA, USA",
945,4500,,50TH,ST,"4500 50TH ST, San Diego, CA, USA","50th Street, Colina Park, San Diego, San Diego County, California, 92105, United States"
946,4700,,PACIFIC,HY,"4700 PACIFIC HY, San Diego, CA, USA",
947,5100,,CHOLLAS,PY,"5100 CHOLLAS PY, San Diego, CA, USA",
948,4000,,ALABAMA,ST,"4000 ALABAMA ST, San Diego, CA, USA","Alabama Street, North Park, San Diego, San Diego County, California, 92103-3609, United States"
949,4100,,GRAYDON,RD,"4100 GRAYDON RD, San Diego, CA, USA","Graydon Road, Carmel Valley, San Diego, San Diego County, California, 92130, United States"
950,9400,,AERO,DR,"9400 AERO DR, San Diego, CA, USA","Aero Drive, San Diego, San Diego County, California, 92123, United States"
951,0,,GRAND,AV,"0 GRAND AV, San Diego, CA, USA","Grand Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States"
952,3100,,01ST,AV,"3100 01ST AV, San Diego, CA, USA",
953,4200,,CLAIREMONT,DR,"4200 CLAIREMONT DR, San Diego, CA, USA","Clairemont Drive, Sunset, San Diego, San Diego County, California, 92110, United States"
954,1400,,GARNET,AV,"1400 GARNET AV, San Diego, CA, USA","1400, Garnet Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States"
955,3700,,FLORENCE,ST,"3700 FLORENCE ST, San Diego, CA, USA","Florence Street, Mountain View, San Diego, San Diego County, California, 92113, United States"
956,3900,,MAHAILA,AV,"3900 MAHAILA AV, San Diego, CA, USA","Mahaila Avenue, University City, San Diego, San Diego County, California, 92039, United States"
957,400,,CAM DEL RIO SOUTH,,"400 CAM DEL RIO SOUTH, San Diego, CA, USA",
958,3800,,CRESTWOOD,PL,"3800 CRESTWOOD PL, San Diego, CA, USA","Crestwood Place, San Diego, San Diego County, California, 92103-3609, United States"
959,600,,G,ST,"600 G ST, San Diego, CA, USA","San Diego, San Diego County, California, United States"
960,1300,,DALE,ST,"1300 DALE ST, San Diego, CA, USA","Dale Street, Burlingame, North Park, San Diego, San Diego County, California, 92104, United States"
961,1200,,GARNET,AV,"1200 GARNET AV, San Diego, CA, USA","Garnet Avenue, San Diego, San Diego County, California, 92109, United States"
962,700,E,SAN YSIDRO,BL,"700 E SAN YSIDRO BL, San Diego, CA, USA","San Ysidro, San Diego, San Diego County, California, 92173, United States"
963,0,,94,,"0 94, San Diego, CA, USA","San Diego, San Diego County, California, United States"
964,7400,,GRIBBLE,ST,"7400 GRIBBLE ST, San Diego, CA, USA","Gribble Street, Skyline, San Diego, San Diego County, California, 92114, United States"
965,400,,ISLAND,AV,"400 ISLAND AV, San Diego, CA, USA","Island Avenue, East Village, San Diego, San Diego County, California, 92101, United States"
966,500,,HOTEL CIRCLE NORTH,,"500 HOTEL CIRCLE NORTH, San Diego, CA, USA","Town and Country Resort & Convention Center, 500, Hotel Circle North, Mission Hills, San Diego, San Diego County, California, 92108, United States"
967,1300,,09TH,AV,"1300 09TH AV, San Diego, CA, USA",
968,900,,GARNET,AV,"900 GARNET AV, San Diego, CA, USA","Garnet Avenue, San Diego, San Diego County, California, 92109, United States"
969,800,,ESCUELA,ST,"800 ESCUELA ST, San Diego, CA, USA","Escuela Street, Chollas View, San Diego, San Diego County, California, 92102-4810, United States"
970,1900,,EL CAJON,BL,"1900 EL CAJON BL, San Diego, CA, USA",
971,6300,,PITTSBURGH,AV,"6300 PITTSBURGH AV, San Diego, CA, USA","Pittsburgh Avenue, Alta Vista, San Diego, San Diego County, California, 92114, United States"
972,800,,SILVERADO,ST,"800 SILVERADO ST, San Diego, CA, USA","Silverado Street, Village of La Jolla, La Jolla, San Diego, San Diego County, California, 92037-4291, United States"
973,0,,GARNET,AV,"0 GARNET AV, San Diego, CA, USA","Garnet Avenue, San Diego, San Diego County, California, 92109, United States"
974,8600,,COVINA,ST,"8600 COVINA ST, San Diego, CA, USA","Covina Street, Mira Mesa, San Diego, San Diego County, California, 92126, United States"
975,600,,MARKET,ST,"600 MARKET ST, San Diego, CA, USA","Market Street, Grant Hill, San Diego, San Diego County, California, 92102, United States"
976,2400,,FOGG,ST,"2400 FOGG ST, San Diego, CA, USA","Fogg Street, San Diego, San Diego County, California, 92109, United States"
977,900,,TURQUOISE,ST,"900 TURQUOISE ST, San Diego, CA, USA","Turquoise Street, La Jolla, San Diego, San Diego County, California, 92109, United States"
978,1100,,06TH,AV,"1100 06TH AV, San Diego, CA, USA",
979,0,,30TH,ST,"0 30TH ST, San Diego, CA, USA","30th Street, North Park, San Diego, San Diego County, California, 92104, United States"
980,0,,06TH,AV,"0 06TH AV, San Diego, CA, USA",
981,6800,,FRIARS,RD,"6800 FRIARS RD, San Diego, CA, USA","Friars Road, San Diego, San Diego County, California, 92108, United States"
982,200,W,CALLE PRIMERA,,"200 W CALLE PRIMERA, San Diego, CA, USA","Calle Primera, Park Haven, San Ysidro, San Diego, San Diego County, California, 92173, United States"
983,400,,HOTEL CIRCLE SOUTH,,"400 HOTEL CIRCLE SOUTH, San Diego, CA, USA","Hotel Circle South, Hillcrest, San Diego, San Diego County, California, 92103, United States"
984,2300,,SUMAC,DR,"2300 SUMAC DR, San Diego, CA, USA","Sumac Drive, Islenair, San Diego, San Diego County, California, 92105, United States"
985,4700,,33RD,ST,"4700 33RD ST, San Diego, CA, USA","33rd Street, Normal Heights, San Diego, San Diego County, California, 92116, United States"
986,3000,,UNIVERSITY,AV,"3000 UNIVERSITY AV, San Diego, CA, USA","University Avenue, Cherokee Point, Normal Heights, San Diego, San Diego County, California, 92104, United States"
987,4700,,35TH,ST,"4700 35TH ST, San Diego, CA, USA","35th Street, Normal Heights, San Diego, San Diego County, California, 92116, United States"
988,800,,05TH,AV,"800 05TH AV, San Diego, CA, USA",
989,5100,,TIPTON,ST,"5100 TIPTON ST, San Diego, CA, USA","Tipton Street, Montezuma Mesa, Del Cerro, San Diego, San Diego County, California, 92182, United States"
990,3800,,GREENWOOD,ST,"3800 GREENWOOD ST, San Diego, CA, USA","Greenwood Street, Morena, Old Town, San Diego, San Diego County, California, 92110, United States"
991,700,,GRAND,AV,"700 GRAND AV, San Diego, CA, USA","Grand Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States"
992,0,,MONTALVO,ST,"0 MONTALVO ST, San Diego, CA, USA","Montalvo Street, Ocean Beach, San Diego, San Diego County, California, 92107, United States"
993,500,,MARKET,ST,"500 MARKET ST, San Diego, CA, USA","Market Street, Grant Hill, San Diego, San Diego County, California, 92102, United States"
994,4900,,GARY,ST,"4900 GARY ST, San Diego, CA, USA","Gary Street, Mid-City, Del Cerro, San Diego, San Diego County, California, 92182, United States"
995,2900,,CLAIREMONT,DR,"2900 CLAIREMONT DR, San Diego, CA, USA","Clairemont Drive, Sunset, San Diego, San Diego County, California, 92110, United States"
996,1000,,TORREY PINES,RD,"1000 TORREY PINES RD, San Diego, CA, USA","Torrey Pines Road, Village of La Jolla, La Jolla, San Diego, San Diego County, California, 92037-4291, United States"
997,1100,,A,ST,"1100 A ST, San Diego, CA, USA","San Diego, San Diego County, California, United States"
998,0,,PARK,BL,"0 PARK BL, San Diego, CA, USA",
999,4900,,FIELD,ST,"4900 FIELD ST, San Diego, CA, USA","Field Street, Sunset, San Diego, San Diego County, California, 92111, United States"
1000,1400,,CONTINENTAL,ST,"1400 CONTINENTAL ST, San Diego, CA, USA",
1001,0,,SHOPS INFO LOG,,"0 SHOPS INFO LOG, San Diego, CA, USA",
1002,0,,CHP INFO LOG,,"0 CHP INFO LOG, San Diego, CA, USA",
1003,0,,FRONT COUNTERS,,"0 FRONT COUNTERS, San Diego, CA, USA",
1004,500,,SICARD,ST,"500 SICARD ST, San Diego, CA, USA","Sicard Street, Barrio Logan, San Diego, San Diego County, California, 92136, United States"
1005,1000,,GARNET,AV,"1000 GARNET AV, San Diego, CA, USA","1000, Garnet Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States"
1006,1400,,BRIDGEVIEW,DR,"1400 BRIDGEVIEW DR, San Diego, CA, USA","Bridgeview Drive, Bayridge, San Diego, San Diego County, California, 92102, United States"
1007,5000,,NEWPORT,AV,"5000 NEWPORT AV, San Diego, CA, USA","5000, Newport Avenue, Ocean Beach, San Diego, San Diego County, California, 92107, United States"
1008,0,S,MEADOWBROOK,DR,"0 S MEADOWBROOK DR, San Diego, CA, USA","South Meadowbrook Drive, Skyline, San Diego, San Diego County, California, 91239, United States"
1009,400,,63RD,ST,"400 63RD ST, San Diego, CA, USA","63rd Street, Rolando, San Diego, San Diego County, California, 92115, United States"
1010,2000,,IRVING,AV,"2000 IRVING AV, San Diego, CA, USA","Irving Avenue, Logan Heights, San Diego, San Diego County, California, 92136, United States"
1011,400,S,33RD,ST,"400 S 33RD ST, San Diego, CA, USA","South 33rd Street, Logan Heights, San Diego, San Diego County, California, 92113, United States"
1012,5900,,SCHUYLER,ST,"5900 SCHUYLER ST, San Diego, CA, USA","Schuyler Street, Paradise Hills, San Diego, San Diego County, California, 92139, United States"
1013,6200,,RANCHO HILLS,DR,"6200 RANCHO HILLS DR, San Diego, CA, USA","Rancho Hills Drive, Paradise Hills, San Diego, San Diego County, California, 92139, United States"
1014,3100,,IMPERIAL,AV,"3100 IMPERIAL AV, San Diego, CA, USA","Imperial Avenue, Mountain View, San Diego, San Diego County, California, 92102-4810, United States"
1015,4700,,HOME,AV,"4700 HOME AV, San Diego, CA, USA","Home Avenue, Islenair, San Diego, San Diego County, California, 92105, United States"
1016,3800,,STACY,AV,"3800 STACY AV, San Diego, CA, USA","Stacy Avenue, San Diego, San Diego County, California, 92117, United States"
1017,7600,,GRIBBLE,ST,"7600 GRIBBLE ST, San Diego, CA, USA","Gribble Street, Skyline, San Diego, San Diego County, California, 92114, United States"
1018,1000,,GARNET,AV,"1000 GARNET AV, San Diego, CA, USA","1000, Garnet Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States"
1019,4100,,ASHER,ST,"4100 ASHER ST, San Diego, CA, USA","Asher Street, Bay Park, San Diego, San Diego County, California, 92110, United States"
1020,11000,,BLYTHE,RD,"11000 BLYTHE RD, San Diego, CA, USA","Blythe Road, Mira Mesa, San Diego, San Diego County, California, 92126, United States"
1021,4000,,DELTA,ST,"4000 DELTA ST, San Diego, CA, USA","Delta Street, Shelltown, San Diego, San Diego County, California, 92136, United States"
1022,7800,,STYLUS,DR,"7800 STYLUS DR, San Diego, CA, USA",
1023,3900,,MARINE VIEW,AV,"3900 MARINE VIEW AV, San Diego, CA, USA","Marine View Avenue, Shelltown, San Diego, San Diego County, California, 92136, United States"
1024,6500,,TAIT,ST,"6500 TAIT ST, San Diego, CA, USA","Tait Street, Linda Vista, San Diego, San Diego County, California, 92111, United States"
1025,4500,,VANDEVER,AV,"4500 VANDEVER AV, San Diego, CA, USA","Vandever Avenue, Grantville, San Diego, San Diego County, California, 92120, United States"
1026,0,,FENNELL,AV,"0 FENNELL AV, San Diego, CA, USA","Fennell Avenue, South Encanto, San Diego, San Diego County, California, 92114, United States"
1027,300,,SUNNYSIDE,AV,"300 SUNNYSIDE AV, San Diego, CA, USA","Sunnyside Avenue, Lomita, San Diego, San Diego County, California, 91945, United States"
