rating,reviews
4,"First time here and I really enjoyed it. My mom and I watched 'Ready or Not' and it was great! I thought I wouldn't be a fan of one scene movies, but this..."
5,"This is one of the most amazing tiny retro theaters you will ever go too! The movie  going experience feels so intimate due to the tiny size !

Everything..."
4,"My health insurance provides free monthly movies but I never take advantage of it. However, when I found out that they'll screen ""Judy"" in this historical..."
4,This is a small local theater that only shows a couple of movies at a time. It's right next to Skylight books and a bunch of other shops and bars that are...
4,"HIPSTER TO THE MAX. I felt out of place and uncomfortable because I wasn't dressed as fashionably or should I say unfashionably? Also, everyone was smoking..."
4,Resident is a chill and easy bar in the Arts District. The outdoor seating area is cool place to sit outside with friends and catch up over a drink. I've...
5,I have been a fan of Resident- the patio in particular since the beginning. What I appreciate most is that the patio is also Winter proof. The twinkly...
5,We had one of the most enjoyable nights in a long while this past weekend at the Egyptian Theater. The 25th anniversary of the Recent Spanish Cinema...
4,"Love the Egyptian Theatre. A piece of Hollywood history! 

The Egyptian Theatre is located in downtown Hollywood, and is a venue for industry events such..."
4,"Very cool place. Very historical and a real landmark. You will see that it is Grauman's Egyptian Theatre, kind of like Grauman's Chinese Theatre, which is..."
4,"Came to see Lissie and it's a great small venue for a show where there is no bad seat for a view.

Although I was one of the first to enter the venue, I was..."
4,Saw Crystela Alonso in this iconic but cozy theater. Great comedy show with a very intimate setting. Felt like we were in an elementary school auditorium....
5,"I love The Largo for comedy shows. It feels very intimate and everyone who works here has been friendly. It's an antiquated theater, but that's something I..."
4,"A great getaway on Friday night!! Why? Great food, lovely staff, great location and nice wines. 

But more importantly, on Friday night, great music hosted..."
2,"Great music, terrible food and drinks. I cannot possibly put to words how disappointed I was with my visit. The blues band was great and that's the only..."
5,"First time here for brunch & I love it! I will be coming back. Food was good.  Drink good. Service hood. Corvette & Frankie are amazing! 

P.s. Get Frankie..."
5,This place is a great date night spot. My boyfriend and I enjoyed a drink and had so much fun playing all the at ace games. Definitely want to come back
3,"My girl took me here for Beta Night, and it was pretty dope!  This is definitely a good date spot.

You'll find traditional arcade, VR, carnival style,..."
2,So we get here and are told they are they aren't open but they can give us the run down on how and what it's about. He walks away and the guy next starts...
5,"A really great historical park in LA. Dating back to the 20's this place has tons of history, historic buildings/great architecture, and just a great place..."
5,"Having lived in East Hollywood for almost 6 years, I walked to Barnsdall Art Park for exercise, to sit, read, relax, watch a sunset, attend an event, meet..."
4,"I didn't get a chance to tour the home but Barnsdale Arts Park is an amazing picnicking spot with a glorious overlook of the Los Angeles skyline.

We went..."
4,"I've gone to Grand Central Market a million times, but when I had some friends visiting and we wanted something a little stronger than beer and wine, we..."
1,"last night was my 1st time there. A fight broke out & my friend who wasn't drunk was kicked out, pushed to the ground several times & pepper sprayed for..."
1,"My first time attending this place.. my sister is from Orange County and I wanted to show her a good time in DTLA however, that was not the case my sister..."
5,"The most enthusiastic best artist and teacher- you won't find anyone with more zest, talent, enthusiasm, creativity and experience!  I know and highly..."
5,"I can't recommend Anne's art classes enough. Doesn't matter what your skill level is, she will make you feel comfortable enough to push yourself while..."
5,I always drew stick figures...until I took class from Ann now I can really paint pictures that look like what they are.... my husband hung one in the living...
5,One of the most delightful studios in downtown and always something new to see. Clara is one of those hidden jems very inspirational types to chat with. Her...
5,"Once I step in on her studio , automatically I smile , I'm happy , her art make me happy . Also the Artist is very sweet , kind and humble . So happy to..."
5,Beautiful lady beautiful soul beautiful artist ! Really enjoyed meeting Clara and seeing her fantastic talent. Her works are so amazing ! Super excited to...
5,Guillermo helped my now husband and I so much in creating a last-minute dance routine for our wedding recently! We booked for one hour session and they met...
5,We used By Your Side Dance Studio in anticipation of our wedding first dance. Neither my now husband or I are dancers so we knew we didn't want a full...
